time,month_x,hours_after_sunset_x,bat_landing_number,food_availability,rat_minutes,rat_arrival_number,start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month_y,sunset_time,hours_after_sunset_y,season,rat_present
2/12/2018 3:53,2,10.5,18,0.066666667,0,0,,,,,,,,,,,,,0
2/12/2018 4:23,2,11,2,0,0,0,,,,,,,,,,,,,0
2/12/2018 4:53,2,11.5,13,0,9.433333333,1,,,,,,,,,,,,,1
2/12/2018 5:23,2,12,8,0,0,0,,,,,,,,,,,,,0
2/12/2018 5:53,2,12.5,4,0,0,0,,,,,,,,,,,,,0
2/12/2018 6:23,2,13,2,0,0,0,,,,,,,,,,,,,0
2/12/2018 6:53,2,13.5,2,0,1.416666667,1,,,,,,,,,,,,,1
2/12/2018 16:24,2,-1,1,4,0,0,,,,,,,,,,,,,0
2/12/2018 16:54,2,-0.5,3,4,0,0,,,,,,,,,,,,,0
2/12/2018 17:24,2,0,7,4,0,0,,,,,,,,,,,,,0
2/12/2018 17:54,2,0.5,6,4,0,0,,,,,,,,,,,,,0
2/12/2018 18:24,2,1,28,4,0,0,,,,,,,,,,,,,0
2/12/2018 18:54,2,1.5,20,3.911866359,0,0,,,,,,,,,,,,,0
2/12/2018 19:24,2,2,49,3.428571429,0,0,,,,,,,,,,,,,0
2/12/2018 19:54,2,2.5,35,3.025921659,0,0,,,,,,,,,,,,,0
2/12/2018 20:24,2,3,61,3,0,0,,,,,,,,,,,,,0
2/12/2018 20:54,2,3.5,44,3,0,0,,,,,,,,,,,,,0
2/12/2018 21:24,2,4,44,3,0,0,,,,,,,,,,,,,0
2/12/2018 21:54,2,4.5,37,2.863978495,0,0,,,,,,,,,,,,,0
2/12/2018 22:24,2,5,58,2.383333333,0,0,,,,,,,,,,,,,0
2/12/2018 22:54,2,5.5,53,2.019354839,0,0,,,,,,,,,,,,,0
2/12/2018 23:24,2,6,40,2,0,0,,,,,,,,,,,,,0
2/12/2018 23:54,2,6.5,33,2,0,0,,,,,,,,,,,,,0
13/02/2018 0:24,2,7,36,2,1.65,1,,,,,,,,,,,,,1
13/02/2018 0:54,2,7.5,48,1.869269949,0,0,,,,,,,,,,,,,0
13/02/2018 1:24,2,8,29,1.368421053,0,0,,,,,,,,,,,,,0
13/02/2018 1:54,2,8.5,36,1.01188455,0,0,,,,,,,,,,,,,0
13/02/2018 2:24,2,9,29,1,0,0,,,,,,,,,,,,,0
13/02/2018 2:54,2,9.5,19,1,8.5,2,,,,,,,,,,,,,1
13/02/2018 3:24,2,10,15,1,3.35,2,13/02/2018 3:44,1,rat,13/02/2018 3:43,13/02/2018 3:45,77,1,0,2,2/12/2018 17:24,10.34222222,0,1
13/02/2018 3:24,2,10,15,1,3.35,2,13/02/2018 3:50,3,fast,13/02/2018 3:49,13/02/2018 3:50,59,0,1,2,2/12/2018 17:24,10.435,0,1
13/02/2018 3:54,2,10.5,28,1,0.3,1,,,,,,,,,,,,,1
13/02/2018 4:24,2,11,20,0,0,0,,,,,,,,,,,,,0
13/02/2018 4:54,2,11.5,5,0,6.633333333,1,,,,,,,,,,,,,1
13/02/2018 5:54,2,12.5,4,0,0,0,,,,,,,,,,,,,0
13/02/2018 6:24,2,13,4,0,0,0,,,,,,,,,,,,,0
13/02/2018 15:55,2,-1.5,2,4,0,0,,,,,,,,,,,,,0
13/02/2018 16:25,2,-1,1,4,0,0,,,,,,,,,,,,,0
13/02/2018 16:55,2,-0.5,2,4,0,0,,,,,,,,,,,,,0
13/02/2018 17:25,2,0,1,4,0,0,,,,,,,,,,,,,0
13/02/2018 17:55,2,0.5,2,4,0,0,,,,,,,,,,,,,0
13/02/2018 18:25,2,1,15,4,0,0,,,,,,,,,,,,,0
13/02/2018 18:55,2,1.5,52,4,0,0,,,,,,,,,,,,,0
13/02/2018 19:25,2,2,53,4,0,0,,,,,,,,,,,,,0
13/02/2018 19:55,2,2.5,54,3.838709677,0,0,,,,,,,,,,,,,0
13/02/2018 20:25,2,3,72,3.35,0,0,,,,,,,,,,,,,0
13/02/2018 20:55,2,3.5,62,3.011290323,0,0,,,,,,,,,,,,,0
13/02/2018 21:25,2,4,62,3,0,0,,,,,,,,,,,,,0
13/02/2018 21:55,2,4.5,84,2.83358935,0,0,,,,,,,,,,,,,0
13/02/2018 22:25,2,5,68,2.365079365,0,0,,,,,,,,,,,,,0
13/02/2018 22:55,2,5.5,78,2.01843318,0,0,,,,,,,,,,,,,0
13/02/2018 23:25,2,6,41,2,0,0,,,,,,,,,,,,,0
13/02/2018 23:55,2,6.5,41,2,0,0,,,,,,,,,,,,,0
14/02/2018 0:25,2,7,49,2,0,0,,,,,,,,,,,,,0
14/02/2018 0:55,2,7.5,64,1.873701476,0,0,,,,,,,,,,,,,0
14/02/2018 1:25,2,8,36,1.389830508,0,0,,,,,,,,,,,,,0
14/02/2018 1:55,2,8.5,32,1.019682887,0,0,,,,,,,,,,,,,0
14/02/2018 2:25,2,9,29,1,0,0,,,,,,,,,,,,,0
14/02/2018 2:55,2,9.5,14,1,8.583333333,1,14/02/2018 3:11,31,pick,14/02/2018 3:02,14/02/2018 3:11,499,0,1,2,13/02/2018 17:25,9.771666667,0,1
14/02/2018 3:25,2,10,10,0,5.383333333,2,,,,,,,,,,,,,1
14/02/2018 3:55,2,10.5,15,0,0,0,,,,,,,,,,,,,0
14/02/2018 4:25,2,11,22,0,6.333333333,1,,,,,,,,,,,,,1
14/02/2018 4:55,2,11.5,10,0,0,0,,,,,,,,,,,,,0
14/02/2018 5:25,2,12,12,0,8.033333333,1,14/02/2018 5:30,1,rat,14/02/2018 5:26,14/02/2018 5:34,225,1,0,2,13/02/2018 17:25,12.09194444,0,1
14/02/2018 5:55,2,12.5,3,0,5.4,1,,,,,,,,,,,,,1
14/02/2018 6:25,2,13,2,0,1.866666667,1,,,,,,,,,,,,,1
14/02/2018 16:56,2,-0.5,5,4,0,0,,,,,,,,,,,,,0
14/02/2018 17:26,2,0,16,4,0,0,,,,,,,,,,,,,0
14/02/2018 17:56,2,0.5,11,4,0,0,,,,,,,,,,,,,0
14/02/2018 18:26,2,1,31,4,0,0,,,,,,,,,,,,,0
14/02/2018 18:56,2,1.5,52,3.934863524,0,0,,,,,,,,,,,,,0
14/02/2018 19:26,2,2,56,3.442307692,0,0,,,,,,,,,,,,,0
14/02/2018 19:56,2,2.5,47,3.022332506,0,0,,,,,,,,,,,,,0
14/02/2018 20:26,2,3,86,3,0,0,,,,,,,,,,,,,0
14/02/2018 20:56,2,3.5,54,2.83358935,0,0,,,,,,,,,,,,,0
14/02/2018 21:26,2,4,84,2.365079365,0,0,,,,,,,,,,,,,0
14/02/2018 21:56,2,4.5,86,2.01843318,5.133333333,4,14/02/2018 22:05,1,rat,14/02/2018 22:04,14/02/2018 22:12,89,1,0,2,14/02/2018 17:26,4.659166667,0,1
14/02/2018 21:56,2,4.5,86,2.01843318,5.133333333,4,14/02/2018 22:08,2,rat,14/02/2018 22:04,14/02/2018 22:12,259,1,0,2,14/02/2018 17:26,4.706388889,0,1
14/02/2018 21:56,2,4.5,86,2.01843318,5.133333333,4,14/02/2018 22:11,4,rat,14/02/2018 22:04,14/02/2018 22:12,470,1,0,2,14/02/2018 17:26,4.765,0,1
14/02/2018 22:26,2,5,103,2,3.3,6,14/02/2018 22:46,1,rat,14/02/2018 22:43,14/02/2018 22:52,204,1,0,2,14/02/2018 17:26,5.346388889,0,1
14/02/2018 22:26,2,5,103,2,3.3,6,14/02/2018 22:46,2,rat,14/02/2018 22:43,14/02/2018 22:52,187,1,0,2,14/02/2018 17:26,5.341666667,0,1
14/02/2018 22:26,2,5,103,2,3.3,6,14/02/2018 22:50,2,rat,14/02/2018 22:43,14/02/2018 22:52,420,1,0,2,14/02/2018 17:26,5.406388889,0,1
14/02/2018 22:26,2,5,103,2,3.3,6,14/02/2018 22:50,9,rat,14/02/2018 22:43,14/02/2018 22:52,434,1,0,2,14/02/2018 17:26,5.410277778,0,1
14/02/2018 22:26,2,5,103,2,3.3,6,14/02/2018 22:51,0.061201372,rat,14/02/2018 22:43,14/02/2018 22:52,512,1,0,2,14/02/2018 17:26,5.431944444,0,1
14/02/2018 22:26,2,5,103,2,3.3,6,14/02/2018 22:52,1,rat,14/02/2018 22:43,14/02/2018 22:52,518,1,0,2,14/02/2018 17:26,5.433611111,0,1
14/02/2018 22:56,2,5.5,91,1.854262673,0,0,,,,,,,,,,,,,0
14/02/2018 23:26,2,6,41,1.339285714,0,0,,,,,,,,,,,,,0
14/02/2018 23:56,2,6.5,76,1.005760369,0,0,,,,,,,,,,,,,0
15/02/2018 0:26,2,7,32,1,0,0,,,,,,,,,,,,,0
15/02/2018 0:56,2,7.5,34,0.828133263,0,0,,,,,,,,,,,,,0
15/02/2018 1:26,2,8,62,0.344262295,0,0,,,,,,,,,,,,,0
15/02/2018 1:56,2,8.5,33,0.049180328,0,0,,,,,,,,,,,,,0
15/02/2018 2:26,2,9,36,0,0.583333333,2,,,,,,,,,,,,,1
15/02/2018 2:56,2,9.5,46,0,0,0,,,,,,,,,,,,,0
15/02/2018 3:26,2,10,8,0,0,0,,,,,,,,,,,,,0
15/02/2018 16:26,2,-1,16,4,0,0,,,,,,,,,,,,,0
15/02/2018 16:56,2,-0.5,10,4,0,0,,,,,,,,,,,,,0
15/02/2018 17:26,2,0,8,4,0,0,,,,,,,,,,,,,0
15/02/2018 17:56,2,0.5,9,4,5.55,1,15/02/2018 18:21,0.050105814,fast,15/02/2018 18:20,15/02/2018 18:28,54,0,1,2,15/02/2018 17:26,0.9225,0,1
15/02/2018 18:26,2,1,29,4,7.833333333,5,15/02/2018 18:52,6,pick,15/02/2018 18:49,15/02/2018 18:55,201,0,1,2,15/02/2018 17:26,1.446388889,0,1
15/02/2018 18:26,2,1,29,4,7.833333333,5,15/02/2018 18:52,6,bat,15/02/2018 18:49,15/02/2018 18:55,179,1,0,2,15/02/2018 17:26,1.440277778,0,1
15/02/2018 18:26,2,1,29,4,7.833333333,5,15/02/2018 18:54,1,rat,15/02/2018 18:49,15/02/2018 18:55,321,1,0,2,15/02/2018 17:26,1.479722222,0,1
15/02/2018 18:56,2,1.5,34,3.822307272,0.55,4,,,,,,,,,,,,,1
15/02/2018 19:26,2,2,51,3.322033898,1.266666667,1,15/02/2018 19:31,1,fast,15/02/2018 19:30,15/02/2018 19:31,30,0,1,2,15/02/2018 17:26,2.085833333,0,1
15/02/2018 19:26,2,2,51,3.322033898,1.266666667,1,15/02/2018 19:31,0.085595674,attack_rat,15/02/2018 19:30,15/02/2018 19:31,71,1,0,2,15/02/2018 17:26,2.097222222,0,1
15/02/2018 19:56,2,2.5,61,3.005467469,0.366666667,1,,,,,,,,,,,,,1
15/02/2018 20:26,2,3,65,3,0,0,,,,,,,,,,,,,0
15/02/2018 20:56,2,3.5,72,3,0,0,,,,,,,,,,,,,0
15/02/2018 21:26,2,4,88,3,0,0,,,,,,,,,,,,,0
15/02/2018 21:56,2,4.5,50,2.830905307,0,0,,,,,,,,,,,,,0
15/02/2018 22:26,2,5,107,2.35483871,0,0,,,,,,,,,,,,,0
15/02/2018 22:56,2,5.5,70,2.014568158,0,0,,,,,,,,,,,,,0
15/02/2018 23:26,2,6,55,2,0,0,,,,,,,,,,,,,0
15/02/2018 23:56,2,6.5,45,2,0,0,,,,,,,,,,,,,0
16/02/2018 0:26,2,7,43,2,0,0,,,,,,,,,,,,,0
16/02/2018 0:56,2,7.5,40,1.849097868,0,0,,,,,,,,,,,,,0
16/02/2018 1:26,2,8,48,1.355932203,0,0,,,,,,,,,,,,,0
16/02/2018 1:56,2,8.5,37,1.011481684,0,0,,,,,,,,,,,,,0
16/02/2018 2:26,2,9,34,1,0,0,,,,,,,,,,,,,0
16/02/2018 2:56,2,9.5,25,1,0,0,,,,,,,,,,,,,0
16/02/2018 3:26,2,10,6,1,0,0,,,,,,,,,,,,,0
16/02/2018 3:56,2,10.5,10,1,0,0,,,,,,,,,,,,,0
16/02/2018 4:26,2,11,15,0,0,0,,,,,,,,,,,,,0
16/02/2018 4:56,2,11.5,3,0,0,0,,,,,,,,,,,,,0
16/02/2018 5:26,2,12,2,0,0,0,,,,,,,,,,,,,0
16/02/2018 16:27,2,-1,2,4,10.06666667,1,,,,,,,,,,,,,1
16/02/2018 16:57,2,-0.5,5,4,2.1,1,,,,,,,,,,,,,1
16/02/2018 17:27,2,0,10,4,0,0,,,,,,,,,,,,,0
16/02/2018 17:57,2,0.5,3,4,0,0,,,,,,,,,,,,,0
16/02/2018 18:27,2,1,17,4,0,0,,,,,,,,,,,,,0
16/02/2018 18:57,2,1.5,53,4,0,0,,,,,,,,,,,,,0
16/02/2018 19:27,2,2,57,4,0,0,,,,,,,,,,,,,0
16/02/2018 19:57,2,2.5,48,3.800105764,0,0,,,,,,,,,,,,,0
16/02/2018 20:27,2,3,45,3.31147541,0,0,,,,,,,,,,,,,0
16/02/2018 20:57,2,3.5,58,3.005288207,0,0,,,,,,,,,,,,,0
16/02/2018 21:27,2,4,45,3,0,0,,,,,,,,,,,,,0
16/02/2018 21:57,2,4.5,53,3,1.816666667,2,16/02/2018 22:18,2,rat,16/02/2018 22:18,16/02/2018 22:22,25,1,0,2,16/02/2018 17:27,4.860277778,0,1
16/02/2018 21:57,2,4.5,53,3,1.816666667,2,16/02/2018 22:21,1,fast,16/02/2018 22:18,16/02/2018 22:22,206,0,1,2,16/02/2018 17:27,4.910555556,0,1
16/02/2018 21:57,2,4.5,53,3,1.816666667,2,16/02/2018 22:21,2,rat,16/02/2018 22:18,16/02/2018 22:22,201,1,0,2,16/02/2018 17:27,4.909166667,0,1
16/02/2018 21:57,2,4.5,53,3,1.816666667,2,16/02/2018 22:21,16,rat,16/02/2018 22:18,16/02/2018 22:22,181,1,0,2,16/02/2018 17:27,4.903611111,0,1
16/02/2018 21:57,2,4.5,53,3,1.816666667,2,16/02/2018 22:22,0.07570842,rat_attack,16/02/2018 22:18,16/02/2018 22:22,250,1,0,2,16/02/2018 17:27,4.922777778,0,1
16/02/2018 22:27,2,5,65,3,0,0,,,,,,,,,,,,,0
16/02/2018 22:57,2,5.5,70,2.796774194,0,0,,,,,,,,,,,,,0
16/02/2018 23:27,2,6,41,2.3,0,0,,,,,,,,,,,,,0
16/02/2018 23:57,2,6.5,52,2.003225806,0,0,,,,,,,,,,,,,0
17/02/2018 0:27,2,7,44,2,0,0,,,,,,,,,,,,,0
17/02/2018 0:57,2,7.5,59,2,0,0,,,,,,,,,,,,,0
17/02/2018 1:27,2,8,49,2,0,0,,,,,,,,,,,,,0
17/02/2018 1:57,2,8.5,37,2,0,0,,,,,,,,,,,,,0
17/02/2018 2:27,2,9,35,2,0,0,,,,,,,,,,,,,0
17/02/2018 2:57,2,9.5,52,1.843803056,0,0,,,,,,,,,,,,,0
17/02/2018 3:27,2,10,32,1.333333333,0,0,,,,,,,,,,,,,0
17/02/2018 3:57,2,10.5,15,1.00565931,0,0,,,,,,,,,,,,,0
17/02/2018 4:27,2,11,17,1,0,0,,,,,,,,,,,,,0
17/02/2018 4:57,2,11.5,10,1,0.266666667,1,,,,,,,,,,,,,1
17/02/2018 5:27,2,12,5,0,3.933333333,1,,,,,,,,,,,,,1
17/02/2018 5:57,2,12.5,2,0,0,0,,,,,,,,,,,,,0
17/02/2018 6:27,2,13,3,0,0,0,,,,,,,,,,,,,0
17/02/2018 15:58,2,-1.5,4,4,0,0,,,,,,,,,,,,,0
17/02/2018 16:28,2,-1,1,4,0,0,,,,,,,,,,,,,0
17/02/2018 16:58,2,-0.5,10,4,5.533333333,2,,,,,,,,,,,,,1
17/02/2018 17:28,2,0,8,4,1.25,2,17/02/2018 17:42,0.050211363,fast,17/02/2018 17:40,17/02/2018 17:43,139,0,1,2,17/02/2018 17:28,0.247777778,0,1
17/02/2018 17:58,2,0.5,13,4,4.033333333,1,,,,,,,,,,,,,1
17/02/2018 18:28,2,1,40,4,0,0,,,,,,,,,,,,,0
17/02/2018 18:58,2,1.5,45,3.800105764,0,0,,,,,,,,,,,,,0
17/02/2018 19:28,2,2,55,3.31147541,0,0,,,,,,,,,,,,,0
17/02/2018 19:58,2,2.5,63,3.005288207,0,0,,,,,,,,,,,,,0
17/02/2018 20:28,2,3,65,3,1.25,1,17/02/2018 20:50,2,rat,17/02/2018 20:49,17/02/2018 20:51,42,1,0,2,17/02/2018 17:28,3.376666667,0,1
17/02/2018 20:28,2,3,65,3,1.25,1,17/02/2018 20:50,1,rat,17/02/2018 20:49,17/02/2018 20:51,35,1,0,2,17/02/2018 17:28,3.374722222,0,1
17/02/2018 20:28,2,3,65,3,1.25,1,17/02/2018 20:50,2,rat,17/02/2018 20:49,17/02/2018 20:51,20,1,0,2,17/02/2018 17:28,3.370555556,0,1
17/02/2018 20:58,2,3.5,68,3,0.116666667,1,,,,,,,,,,,,,1
17/02/2018 21:28,2,4,71,3,0,0,,,,,,,,,,,,,0
17/02/2018 21:58,2,4.5,45,3,0,0,,,,,,,,,,,,,0
17/02/2018 22:28,2,5,63,3,0,0,,,,,,,,,,,,,0
17/02/2018 22:58,2,5.5,52,2.796774194,0,0,,,,,,,,,,,,,0
17/02/2018 23:28,2,6,45,2.3,0.9,1,,,,,,,,,,,,,1
17/02/2018 23:58,2,6.5,72,2.003225806,0,0,,,,,,,,,,,,,0
18/02/2018 0:28,2,7,62,2,0,0,,,,,,,,,,,,,0
18/02/2018 0:58,2,7.5,78,2,0,0,,,,,,,,,,,,,0
18/02/2018 1:28,2,8,44,2,0,0,,,,,,,,,,,,,0
18/02/2018 1:58,2,8.5,52,1.814383924,0,0,,,,,,,,,,,,,0
18/02/2018 2:28,2,9,46,1.327868852,0,0,,,,,,,,,,,,,0
18/02/2018 2:58,2,9.5,56,0.82400475,0,0,,,,,,,,,,,,,0
18/02/2018 3:28,2,10,38,0.298245614,0,0,,,,,,,,,,,,,0
18/02/2018 3:58,2,10.5,4,0.01754386,0,0,,,,,,,,,,,,,0
18/02/2018 15:59,2,-1.5,6,4,0,0,,,,,,,,,,,,,0
18/02/2018 16:29,2,-1,9,4,0,0,,,,,,,,,,,,,0
18/02/2018 16:59,2,-0.5,10,4,2.216666667,1,,,,,,,,,,,,,1
18/02/2018 17:29,2,0,14,4,0.2,2,,,,,,,,,,,,,1
18/02/2018 17:59,2,0.5,9,4,0,0,,,,,,,,,,,,,0
18/02/2018 18:29,2,1,30,4,0,0,,,,,,,,,,,,,0
18/02/2018 18:59,2,1.5,46,4,0,0,,,,,,,,,,,,,0
18/02/2018 19:29,2,2,52,4,0,0,,,,,,,,,,,,,0
18/02/2018 19:59,2,2.5,50,3.766129032,1.25,1,,,,,,,,,,,,,1
18/02/2018 20:29,2,3,71,3.266666667,0,0,,,,,,,,,,,,,0
18/02/2018 20:59,2,3.5,65,3.000537634,0,0,,,,,,,,,,,,,0
18/02/2018 21:29,2,4,52,3,0,0,,,,,,,,,,,,,0
18/02/2018 21:59,2,4.5,60,3,0,0,,,,,,,,,,,,,0
18/02/2018 22:29,2,5,52,3,0,0,,,,,,,,,,,,,0
18/02/2018 22:59,2,5.5,62,2.785298784,0,0,,,,,,,,,,,,,0
18/02/2018 23:29,2,6,59,2.295081967,0,0,,,,,,,,,,,,,0
18/02/2018 23:59,2,6.5,37,2.003172924,0,0,,,,,,,,,,,,,0
19/02/2018 0:29,2,7,39,2,3.616666667,1,19/02/2018 0:33,0.057540536,fast,19/02/2018 0:31,19/02/2018 0:34,157,0,1,2,18/02/2018 17:29,7.078055556,0,1
19/02/2018 0:59,2,7.5,47,1.777265745,0,0,,,,,,,,,,,,,0
19/02/2018 1:29,2,8,40,1.301587302,0.2,1,19/02/2018 1:33,3,rat,19/02/2018 1:33,19/02/2018 1:33,6,1,0,2,18/02/2018 17:29,8.078333333,0,1
19/02/2018 1:59,2,8.5,37,1.005120328,0,0,,,,,,,,,,,,,0
19/02/2018 2:29,2,9,32,1,0,0,,,,,,,,,,,,,0
19/02/2018 2:59,2,9.5,22,1,0.433333333,1,,,,,,,,,,,,,1
19/02/2018 3:29,2,10,22,1,0,0,,,,,,,,,,,,,0
19/02/2018 3:59,2,10.5,11,1,0,0,,,,,,,,,,,,,0
19/02/2018 4:29,2,11,5,0,0,0,,,,,,,,,,,,,0
19/02/2018 4:59,2,11.5,3,0,0,0,,,,,,,,,,,,,0
19/02/2018 16:00,2,-1.5,8,4,0,0,,,,,,,,,,,,,0
19/02/2018 16:30,2,-1,1,4,0,0,,,,,,,,,,,,,0
19/02/2018 17:00,2,-0.5,4,4,0,0,,,,,,,,,,,,,0
19/02/2018 17:30,2,0,9,4,0,0,,,,,,,,,,,,,0
19/02/2018 18:00,2,0.5,19,4,0,0,,,,,,,,,,,,,0
19/02/2018 18:30,2,1,22,4,0,0,,,,,,,,,,,,,0
19/02/2018 19:00,2,1.5,41,4,0,0,,,,,,,,,,,,,0
19/02/2018 19:30,2,2,34,4,0,0,,,,,,,,,,,,,0
19/02/2018 20:00,2,2.5,43,3.769962983,0,0,,,,,,,,,,,,,0
19/02/2018 20:30,2,3,55,3.278688525,0,0,,,,,,,,,,,,,0
19/02/2018 21:00,2,3.5,84,3.001586462,0,0,,,,,,,,,,,,,0
19/02/2018 21:30,2,4,90,3,0,0,,,,,,,,,,,,,0
19/02/2018 22:00,2,4.5,90,3,0,0,,,,,,,,,,,,,0
19/02/2018 22:30,2,5,81,3,0,0,,,,,,,,,,,,,0
19/02/2018 23:00,2,5.5,58,2.774193548,0,0,,,,,,,,,,,,,0
19/02/2018 23:30,2,6,55,2.25862069,0,0,,,,,,,,,,,,,0
20/02/2018 0:00,2,6.5,32,2,0,0,,,,,,,,,,,,,0
20/02/2018 0:30,2,7,37,2,0,0,,,,,,,,,,,,,0
20/02/2018 1:00,2,7.5,50,2,0,0,,,,,,,,,,,,,0
20/02/2018 1:30,2,8,36,2,3.166666667,1,20/02/2018 1:49,2,rat,20/02/2018 1:47,20/02/2018 1:50,151,1,0,2,19/02/2018 17:30,8.333055556,0,1
20/02/2018 2:00,2,8.5,46,2,0.416666667,2,20/02/2018 2:12,3,bat,20/02/2018 2:10,20/02/2018 2:13,116,1,0,2,19/02/2018 17:30,8.713055556,0,1
20/02/2018 2:30,2,9,26,2,0,0,,,,,,,,,,,,,0
20/02/2018 3:00,2,9.5,30,1.822307272,1.55,1,20/02/2018 3:10,1,rat,20/02/2018 3:10,20/02/2018 3:11,17,1,0,2,19/02/2018 17:30,9.676111111,0,1
20/02/2018 3:30,2,10,20,1.322033898,0,0,,,,,,,,,,,,,0
20/02/2018 4:00,2,10.5,10,1.005467469,0,0,,,,,,,,,,,,,0
20/02/2018 4:30,2,11,10,1,0,0,,,,,,,,,,,,,0
20/02/2018 5:00,2,11.5,1,1,0,0,,,,,,,,,,,,,0
20/02/2018 5:30,2,12,2,0,0,0,,,,,,,,,,,,,0
17/03/2018 17:20,3,-0.5,17,4,0,0,,,,,,,,,,,,,0
17/03/2018 17:50,3,0,10,4,0,0,,,,,,,,,,,,,0
17/03/2018 18:20,3,0.5,34,4,0,0,,,,,,,,,,,,,0
17/03/2018 18:50,3,1,26,3.890738814,0,0,,,,,,,,,,,,,0
17/03/2018 19:20,3,1.5,43,3.435483871,0,0,,,,,,,,,,,,,0
17/03/2018 19:50,3,2,77,3.040582726,0,0,,,,,,,,,,,,,0
17/03/2018 20:20,3,2.5,71,3,0,0,,,,,,,,,,,,,0
17/03/2018 20:50,3,3,88,3,0,0,,,,,,,,,,,,,0
17/03/2018 21:20,3,3.5,92,3,0,0,,,,,,,,,,,,,0
17/03/2018 21:50,3,4,93,2.917741935,0,0,,,,,,,,,,,,,0
17/03/2018 22:20,3,4.5,106,2.466666667,0,0,,,,,,,,,,,,,0
17/03/2018 22:50,3,5,133,2.048924731,0,0,,,,,,,,,,,,,0
17/03/2018 23:20,3,5.5,85,2,0,0,,,,,,,,,,,,,0
17/03/2018 23:50,3,6,96,1.902713774,0,0,,,,,,,,,,,,,0
18/03/2018 0:20,3,6.5,107,1.46031746,0,0,,,,,,,,,,,,,0
18/03/2018 0:50,3,7,117,0.975422427,0,0,,,,,,,,,,,,,0
18/03/2018 1:20,3,7.5,74,0.446428571,0,0,,,,,,,,,,,,,0
18/03/2018 1:50,3,8,27,0.089285714,0,0,,,,,,,,,,,,,0
18/03/2018 2:20,3,8.5,21,0,0,0,,,,,,,,,,,,,0
18/03/2018 2:50,3,9,15,0,0,0,,,,,,,,,,,,,0
18/03/2018 3:20,3,9.5,3,0,28.83333333,6,,,,,,,,,,,,,1
18/03/2018 3:50,3,10,13,0,21.48333333,3,,,,,,,,,,,,,1
18/03/2018 4:20,3,10.5,7,0,0,0,,,,,,,,,,,,,0
18/03/2018 4:50,3,11,16,0,1.316666667,1,,,,,,,,,,,,,1
18/03/2018 16:20,3,-1.5,52,4,0,0,,,,,,,,,,,,,0
18/03/2018 16:50,3,-1,29,4,0,0,,,,,,,,,,,,,0
18/03/2018 17:20,3,-0.5,13,4,0,0,,,,,,,,,,,,,0
18/03/2018 17:50,3,0,14,4,0,0,,,,,,,,,,,,,0
18/03/2018 18:20,3,0.5,15,4,0,0,,,,,,,,,,,,,0
18/03/2018 18:50,3,1,12,4,0,0,,,,,,,,,,,,,0
18/03/2018 19:20,3,1.5,27,4,0,0,,,,,,,,,,,,,0
18/03/2018 19:50,3,2,41,3.908064516,0,0,,,,,,,,,,,,,0
18/03/2018 20:20,3,2.5,26,3.45,0,0,,,,,,,,,,,,,0
18/03/2018 20:50,3,3,41,3.041935484,0,0,,,,,,,,,,,,,0
18/03/2018 21:20,3,3.5,68,3,2.333333333,1,18/03/2018 21:37,3,fast,18/03/2018 21:37,18/03/2018 21:40,2,0,1,3,18/03/2018 17:50,3.795555556,1,1
18/03/2018 21:20,3,3.5,68,3,2.333333333,1,18/03/2018 21:38,2,fast,18/03/2018 21:37,18/03/2018 21:40,73,0,1,3,18/03/2018 17:50,3.815277778,1,1
18/03/2018 21:20,3,3.5,68,3,2.333333333,1,18/03/2018 21:39,1,fast,18/03/2018 21:37,18/03/2018 21:40,105,0,1,3,18/03/2018 17:50,3.824166667,1,1
18/03/2018 21:20,3,3.5,68,3,2.333333333,1,18/03/2018 21:39,2,fast,18/03/2018 21:37,18/03/2018 21:40,130,0,1,3,18/03/2018 17:50,3.831111111,1,1
18/03/2018 21:50,3,4,79,3,0,0,,,,,,,,,,,,,0
18/03/2018 22:20,3,4.5,92,3,0,0,,,,,,,,,,,,,0
18/03/2018 22:50,3,5,104,2.916347731,0,0,,,,,,,,,,,,,0
18/03/2018 23:20,3,5.5,85,2.457627119,0,0,,,,,,,,,,,,,0
18/03/2018 23:50,3,6,93,2.042646255,0,0,,,,,,,,,,,,,0
19/03/2018 0:20,3,6.5,98,2,0,0,,,,,,,,,,,,,0
19/03/2018 0:50,3,7,55,1.890738814,0,0,,,,,,,,,,,,,0
19/03/2018 1:20,3,7.5,35,1.435483871,0,0,,,,,,,,,,,,,0
19/03/2018 1:50,3,8,29,1.040582726,0,0,,,,,,,,,,,,,0
19/03/2018 2:20,3,8.5,33,1,0,0,,,,,,,,,,,,,0
19/03/2018 2:50,3,9,35,1,0,0,,,,,,,,,,,,,0
19/03/2018 3:20,3,9.5,18,1,0,0,,,,,,,,,,,,,0
19/03/2018 3:50,3,10,10,1,2.7,1,,,,,,,,,,,,,1
19/03/2018 4:20,3,10.5,4,0,7.15,1,,,,,,,,,,,,,1
19/03/2018 4:50,3,11,5,0,0,0,,,,,,,,,,,,,0
19/03/2018 5:50,3,12,3,0,0,0,,,,,,,,,,,,,0
19/03/2018 6:20,3,12.5,1,0,0,0,,,,,,,,,,,,,0
19/03/2018 6:50,3,13,4,0,0,0,,,,,,,,,,,,,0
